Epoch,Score
0,0.8819742489270386
1,0.8658798283261803
2,0.8197424892703863
3,0.8025751072961373
4,0.7671673819742489
5,0.7553648068669528
6,0.7424892703862661
7,0.73068669527897
8,0.6909871244635193
9,0.6695278969957081
10,0.6534334763948498
11,0.6330472103004292
12,0.5515021459227468
13,0.4645922746781116
14,0.4624463519313305
15,0.6201716738197425
16,0.5804721030042919
17,0.7639484978540773
18,0.7778969957081545
19,0.8047210300429185
